,index,age,sports,fashion,food,pet,Top Likes,age_group,Total Likes,Segment
2528,hernandezelizabeth,59,24.0,25.0,21.0,23.0,age,Adult,93.0,5
2529,kcampbell,17,48.0,46.0,46.0,47.0,sports,Teenager,187.0,5
2530,bonnie67,14,0.0,56.0,56.0,51.0,fashion,Teenager,163.0,5
2531,flemingcharles,47,16.0,16.0,15.0,15.0,age,Adult,62.0,1
2532,williamstracey,30,25.0,12.0,13.0,69.0,pet,Adult,119.0,5
2533,craig24,20,5.0,4.0,20.0,8.0,age,Young Adult,37.0,1
2534,brettturner,20,0.0,28.0,0.0,236.0,pet,Young Adult,264.0,0
2535,amanda00,34,10.0,20.0,0.0,20.0,age,Adult,50.0,1
2536,williamselizabeth,14,12.0,0.0,0.0,1.0,age,Teenager,13.0,1
2537,samuelreyes,23,52.0,9.0,9.0,9.0,sports,Young Adult,79.0,1
2538,walter57,39,14.0,14.0,13.0,96.0,pet,Adult,137.0,0
2539,jeanettehansen,21,0.0,16.0,52.0,16.0,food,Young Adult,84.0,1
2540,igarcia,15,0.0,21.0,39.0,44.0,pet,Teenager,104.0,5
2541,jamiechase,31,0.0,27.0,0.0,30.0,age,Adult,57.0,1
2542,ideleon,25,2.0,2.0,3.0,16.0,age,Young Adult,23.0,1
2543,alyssadowns,32,32.0,32.0,33.0,31.0,food,Adult,128.0,5
2544,ereynolds,20,26.0,27.0,28.0,27.0,food,Young Adult,108.0,5
2545,bryan16,44,16.0,15.0,0.0,13.0,age,Adult,44.0,1
2546,joe65,24,46.0,7.0,7.0,6.0,sports,Young Adult,66.0,1
2547,robertperry,66,19.0,18.0,20.0,133.0,pet,Senior,190.0,0
2548,mark30,35,0.0,46.0,17.0,17.0,fashion,Adult,80.0,1
2549,megan96,38,4.0,3.0,4.0,4.0,age,Adult,15.0,1
2550,lauramiller,45,0.0,99.0,100.0,89.0,food,Adult,288.0,4
2551,fcamacho,15,19.0,0.0,0.0,172.0,pet,Teenager,191.0,0
2552,katie05,25,8.0,8.0,9.0,8.0,age,Young Adult,33.0,1
2553,andrew35,44,24.0,24.0,22.0,159.0,pet,Adult,229.0,0
2554,corey76,18,40.0,37.0,0.0,40.0,sports,Teenager,117.0,5
2555,criley,17,28.0,32.0,0.0,31.0,fashion,Teenager,91.0,5
2556,kellystanley,48,12.0,0.0,11.0,5.0,age,Adult,28.0,1
2557,mistymartin,43,42.0,7.0,6.0,6.0,age,Adult,61.0,1
2558,ricestephen,15,0.0,144.0,49.0,48.0,fashion,Teenager,241.0,4
2559,welchsherri,18,0.0,36.0,0.0,36.0,fashion,Teenager,72.0,1
2560,dustingaines,23,36.0,36.0,0.0,36.0,sports,Young Adult,108.0,5
2561,heathercarter,37,0.0,35.0,0.0,36.0,age,Adult,71.0,1
2562,warnerashley,23,59.0,0.0,0.0,54.0,sports,Young Adult,113.0,5
2563,millertabitha,27,0.0,16.0,4.0,5.0,age,Adult,25.0,1
2564,thomas88,19,0.0,0.0,69.0,69.0,food,Young Adult,138.0,5
2565,reedaaron,59,9.0,0.0,27.0,8.0,age,Adult,44.0,1
2566,xsimpson,32,0.0,108.0,0.0,107.0,fashion,Adult,215.0,4
2567,carlos84,33,0.0,10.0,4.0,2.0,age,Adult,16.0,1
2568,zstephens,42,2.0,1.0,15.0,2.0,age,Adult,20.0,1
2569,william61,44,6.0,7.0,8.0,6.0,age,Adult,27.0,1
2570,sjones,25,16.0,0.0,9.0,15.0,age,Young Adult,40.0,1
2571,brittney80,20,0.0,42.0,42.0,114.0,pet,Young Adult,198.0,0
2572,rachelmcbride,36,27.0,0.0,28.0,27.0,age,Adult,82.0,1
2573,owensangela,19,0.0,104.0,103.0,51.0,fashion,Young Adult,258.0,4
2574,jorge51,22,0.0,9.0,5.0,9.0,age,Young Adult,23.0,1
2575,daniel18,38,60.0,0.0,58.0,30.0,sports,Adult,148.0,5
2576,mark49,26,12.0,0.0,0.0,10.0,age,Adult,22.0,1
2577,lauracohen,24,22.0,3.0,5.0,10.0,age,Young Adult,40.0,1
2578,barbara34,15,13.0,3.0,6.0,3.0,age,Teenager,25.0,1
2579,jeffrey43,19,30.0,27.0,31.0,27.0,food,Young Adult,115.0,5
2580,eevans,22,0.0,42.0,41.0,43.0,pet,Young Adult,126.0,5
2581,mirandathompson,19,36.0,0.0,0.0,3.0,sports,Young Adult,39.0,1
2582,michael62,45,0.0,68.0,69.0,33.0,food,Adult,170.0,5
2583,rthompson,59,8.0,2.0,0.0,4.0,age,Adult,14.0,1
2584,lawsonchelsea,21,6.0,0.0,0.0,67.0,pet,Young Adult,73.0,1
2585,kellyamanda,44,57.0,0.0,0.0,64.0,pet,Adult,121.0,5
2586,juliedavis,27,15.0,16.0,14.0,105.0,pet,Adult,150.0,0
2587,cnorman,42,10.0,22.0,11.0,56.0,pet,Adult,99.0,5
2588,logan24,18,33.0,36.0,0.0,34.0,fashion,Teenager,103.0,5
2589,leahbanks,32,20.0,3.0,4.0,9.0,age,Adult,36.0,1
2590,wmcclure,20,0.0,0.0,7.0,7.0,age,Young Adult,14.0,1
2591,eric17,38,0.0,41.0,124.0,42.0,food,Adult,207.0,3
2592,kennethdean,26,42.0,8.0,16.0,9.0,sports,Adult,75.0,1
2593,josephhernandez,27,6.0,0.0,20.0,7.0,age,Adult,33.0,1
2594,greenrandy,30,8.0,0.0,0.0,76.0,pet,Adult,84.0,5
2595,emilyharmon,24,0.0,0.0,102.0,12.0,food,Young Adult,114.0,3
2596,davidsontimothy,16,12.0,25.0,0.0,24.0,fashion,Teenager,61.0,1
2597,bonnie99,13,36.0,40.0,40.0,36.0,fashion,,152.0,5
2598,cindy13,30,10.0,8.0,9.0,10.0,age,Adult,37.0,1
2599,colewilliam,23,3.0,3.0,0.0,3.0,age,Young Adult,9.0,1
2600,robinsonjustin,34,3.0,3.0,3.0,3.0,age,Adult,12.0,1
2601,clintonneal,34,45.0,43.0,44.0,45.0,sports,Adult,177.0,5
2602,christine99,33,28.0,6.0,13.0,8.0,age,Adult,55.0,1
2603,michelle85,32,0.0,40.0,0.0,40.0,fashion,Adult,80.0,5
2604,pdiaz,36,40.0,40.0,40.0,40.0,sports,Adult,160.0,5
2605,stephen93,21,0.0,12.0,24.0,24.0,food,Young Adult,60.0,1
2606,iellison,24,17.0,0.0,0.0,15.0,age,Young Adult,32.0,1
2607,bwhite,25,27.0,30.0,27.0,30.0,fashion,Young Adult,114.0,5
2608,vincentcarey,47,0.0,26.0,83.0,26.0,food,Adult,135.0,3
2609,theresachavez,30,0.0,148.0,0.0,147.0,fashion,Adult,295.0,4
2610,melissa22,15,50.0,10.0,8.0,21.0,sports,Teenager,89.0,1
2611,hayesryan,16,16.0,0.0,15.0,8.0,age,Teenager,39.0,1
2612,jenniferallen,23,0.0,19.0,22.0,21.0,age,Young Adult,62.0,1
2613,cmorgan,15,42.0,128.0,0.0,41.0,fashion,Teenager,211.0,4
2614,jamesclark,21,87.0,0.0,0.0,98.0,pet,Young Adult,185.0,0
2615,jacksonrichard,53,0.0,0.0,115.0,115.0,food,Adult,230.0,0
2616,bhanson,50,12.0,0.0,25.0,27.0,age,Adult,64.0,1
2617,stevenfreeman,47,20.0,4.0,3.0,9.0,age,Adult,36.0,1
2618,lopezjose,37,52.0,11.0,9.0,21.0,sports,Adult,93.0,1
2619,christinegoodwin,25,47.0,42.0,44.0,46.0,sports,Young Adult,179.0,5
2620,bonniehoward,27,0.0,0.0,6.0,60.0,pet,Adult,66.0,1
2621,hillemily,15,26.0,0.0,14.0,27.0,pet,Teenager,67.0,1
2622,mark27,42,0.0,21.0,64.0,21.0,food,Adult,106.0,5
2623,hvazquez,16,43.0,94.0,0.0,84.0,fashion,Teenager,221.0,4
2624,lfisher,20,32.0,64.0,0.0,65.0,pet,Young Adult,161.0,5
2625,opalmer,48,60.0,0.0,30.0,60.0,sports,Adult,150.0,5
2626,njackson,27,37.0,42.0,0.0,124.0,pet,Adult,203.0,0
2627,qbailey,37,24.0,23.0,0.0,24.0,age,Adult,71.0,1
2628,adam68,17,27.0,28.0,27.0,27.0,fashion,Teenager,109.0,5
2629,ryancuevas,23,0.0,13.0,13.0,12.0,age,Young Adult,38.0,1
2630,nancysantiago,41,26.0,52.0,117.0,25.0,food,Adult,220.0,3
2631,wendyholt,20,50.0,0.0,23.0,50.0,sports,Young Adult,123.0,5
2632,ryan32,43,12.0,100.0,15.0,14.0,fashion,Adult,141.0,4
2633,benjamin10,43,6.0,6.0,42.0,6.0,age,Adult,60.0,1
2634,mmayer,15,41.0,42.0,37.0,41.0,fashion,Teenager,161.0,5
2635,xfreeman,50,12.0,26.0,12.0,64.0,pet,Adult,114.0,5
2636,dianafuller,16,30.0,30.0,30.0,32.0,pet,Teenager,122.0,5
2637,dana71,31,22.0,21.0,21.0,22.0,age,Adult,86.0,1
2638,aperez,36,28.0,138.0,56.0,28.0,fashion,Adult,250.0,4
2639,patelandre,30,8.0,8.0,37.0,15.0,food,Adult,68.0,1
2640,hward,16,0.0,0.0,3.0,30.0,pet,Teenager,33.0,1
2641,mlewis,39,0.0,1.0,4.0,6.0,age,Adult,11.0,1
2642,jennifer97,18,20.0,10.0,48.0,10.0,food,Teenager,88.0,1
2643,tylermarks,25,10.0,12.0,0.0,12.0,age,Young Adult,34.0,1
2644,kimberly12,37,41.0,13.0,0.0,12.0,sports,Adult,66.0,1
2645,ronaldford,46,12.0,0.0,24.0,27.0,age,Adult,63.0,1
2646,kyle20,31,10.0,48.0,10.0,18.0,fashion,Adult,86.0,5
2647,janicepacheco,35,6.0,12.0,28.0,6.0,age,Adult,52.0,1
2648,barnettkimberly,30,2.0,1.0,4.0,11.0,age,Adult,18.0,1
2649,ginacampbell,17,12.0,12.0,10.0,84.0,pet,Teenager,118.0,0
2650,fanthony,37,24.0,25.0,25.0,21.0,age,Adult,95.0,5
2651,fevans,37,34.0,0.0,32.0,99.0,pet,Adult,165.0,0
2652,nixonscott,15,93.0,15.0,16.0,15.0,sports,Teenager,139.0,2
2653,bridgeslauren,13,64.0,20.0,0.0,21.0,sports,,105.0,5
2654,thompsonapril,13,10.0,10.0,0.0,10.0,age,,30.0,1
2655,phillip56,25,53.0,8.0,8.0,8.0,sports,Young Adult,77.0,1
2656,dharper,22,0.0,18.0,0.0,165.0,pet,Young Adult,183.0,0
2657,dyerallen,14,0.0,0.0,28.0,258.0,pet,Teenager,286.0,0
2658,calebestrada,30,30.0,30.0,30.0,30.0,age,Adult,120.0,5
2659,jonathanhart,25,39.0,9.0,15.0,9.0,sports,Young Adult,72.0,1
2660,amy63,18,10.0,12.0,83.0,12.0,food,Teenager,117.0,3
2661,claire65,40,11.0,3.0,3.0,2.0,age,Adult,19.0,1
2662,hlee,19,40.0,40.0,280.0,40.0,food,Young Adult,400.0,3
2663,apollard,23,64.0,9.0,9.0,10.0,sports,Young Adult,92.0,1
2664,eric19,23,26.0,0.0,53.0,53.0,food,Young Adult,132.0,5
2665,mitchellshelby,22,9.0,10.0,20.0,54.0,pet,Young Adult,93.0,5
2666,parkheidi,21,56.0,0.0,20.0,20.0,sports,Young Adult,96.0,5
2667,tracy03,26,11.0,0.0,0.0,102.0,pet,Adult,113.0,0
2668,gberry,27,0.0,6.0,6.0,6.0,age,Adult,18.0,1
2669,levinelinda,28,48.0,9.0,9.0,20.0,sports,Adult,86.0,1
2670,jeffery30,40,16.0,14.0,12.0,104.0,pet,Adult,146.0,0
2671,ashley13,27,33.0,34.0,0.0,36.0,pet,Adult,103.0,5
2672,sarahlarson,37,42.0,42.0,42.0,42.0,sports,Adult,168.0,5
2673,danielle12,15,24.0,24.0,169.0,24.0,food,Teenager,241.0,3
2674,tammygibson,33,2.0,4.0,4.0,2.0,age,Adult,12.0,1
2675,mcintoshamber,34,0.0,27.0,60.0,60.0,food,Adult,147.0,5
2676,wmartinez,43,0.0,24.0,0.0,24.0,age,Adult,48.0,1
2677,gina98,18,0.0,60.0,66.0,63.0,food,Teenager,189.0,5
2678,smithbryan,23,14.0,0.0,15.0,15.0,age,Young Adult,44.0,1
2679,dickersonjohn,16,22.0,12.0,12.0,56.0,pet,Teenager,102.0,5
2680,zacharyschmidt,15,13.0,14.0,13.0,14.0,age,Teenager,54.0,1
2681,nicolasrose,32,12.0,13.0,88.0,12.0,food,Adult,125.0,3
2682,carlosmartinez,15,0.0,21.0,25.0,72.0,pet,Teenager,118.0,5
2683,scarter,23,28.0,0.0,84.0,28.0,food,Young Adult,140.0,3
2684,devin89,34,24.0,27.0,0.0,72.0,pet,Adult,123.0,5
2685,marissagarrett,14,3.0,3.0,4.0,5.0,age,Teenager,15.0,1
2686,benjamin85,21,0.0,169.0,0.0,18.0,fashion,Young Adult,187.0,4
2687,taylorgregory,59,21.0,21.0,22.0,21.0,age,Adult,85.0,1
2688,usanchez,14,0.0,21.0,22.0,20.0,food,Teenager,63.0,1
2689,zavalajoel,23,28.0,32.0,28.0,33.0,pet,Young Adult,121.0,5
2690,kristina44,15,84.0,34.0,15.0,16.0,sports,Teenager,149.0,2
2691,nguyenregina,53,24.0,0.0,23.0,11.0,age,Adult,58.0,1
2692,williamsanthony,23,28.0,0.0,0.0,27.0,sports,Young Adult,55.0,1
2693,agould,41,4.0,11.0,0.0,3.0,age,Adult,18.0,1
2694,cochranryan,46,8.0,0.0,12.0,13.0,age,Adult,33.0,1
2695,sheamichael,42,18.0,0.0,0.0,166.0,pet,Adult,184.0,0
2696,ffoster,29,20.0,3.0,9.0,4.0,age,Adult,36.0,1
2697,ipatterson,32,8.0,8.0,6.0,8.0,age,Adult,30.0,1
2698,maria30,31,0.0,37.0,21.0,42.0,pet,Adult,100.0,5
2699,fmarshall,24,24.0,0.0,0.0,24.0,age,Young Adult,48.0,1
2700,robert06,13,0.0,58.0,0.0,8.0,fashion,,66.0,1
2701,anthony34,60,16.0,0.0,15.0,16.0,age,Adult,47.0,1
2702,mitchellstephanie,22,9.0,15.0,8.0,39.0,pet,Young Adult,71.0,1
2703,jilliangriffin,23,3.0,19.0,3.0,2.0,age,Young Adult,27.0,1
2704,james33,15,66.0,30.0,13.0,15.0,sports,Teenager,124.0,5
2705,fischerheather,18,8.0,4.0,0.0,3.0,age,Teenager,15.0,1
2706,kennethdixon,22,0.0,2.0,2.0,6.0,age,Young Adult,10.0,1
2707,angela81,57,0.0,40.0,75.0,84.0,pet,Adult,199.0,0
2708,austinchristopher,15,8.0,8.0,6.0,7.0,age,Teenager,29.0,1
2709,bakermichael,25,10.0,0.0,0.0,110.0,pet,Young Adult,120.0,0
2710,edwardmendez,63,14.0,0.0,14.0,15.0,age,Senior,43.0,1
2711,sotokathleen,38,136.0,20.0,19.0,20.0,sports,Adult,195.0,2
2712,leonweber,19,0.0,4.0,0.0,38.0,pet,Young Adult,42.0,1
2713,blackburnrebecca,23,73.0,0.0,72.0,36.0,sports,Young Adult,181.0,3
2714,clifford83,17,0.0,24.0,48.0,46.0,food,Teenager,118.0,5
2715,jacksonphilip,17,28.0,11.0,6.0,5.0,sports,Teenager,50.0,1
2716,cooperlee,18,13.0,67.0,13.0,28.0,fashion,Teenager,121.0,5
2717,sherriolson,36,3.0,3.0,5.0,33.0,age,Adult,44.0,1
2718,jaclyn60,47,16.0,116.0,18.0,16.0,fashion,Adult,166.0,4
2719,oconnormakayla,14,11.0,30.0,6.0,6.0,fashion,Teenager,53.0,1
2720,fsanchez,24,69.0,23.0,0.0,21.0,sports,Young Adult,113.0,5
2721,richardcarney,23,15.0,15.0,109.0,15.0,food,Young Adult,154.0,3
2722,sydney14,50,0.0,36.0,68.0,68.0,food,Adult,172.0,5
2723,carolcampbell,63,6.0,39.0,6.0,6.0,age,Senior,57.0,1
2724,taylormatthew,50,0.0,0.0,8.0,73.0,pet,Adult,81.0,5
2725,russellkristy,35,0.0,32.0,16.0,32.0,age,Adult,80.0,5
2726,christopherwilson,25,15.0,8.0,8.0,35.0,pet,Young Adult,66.0,1
2727,bmorris,16,0.0,59.0,60.0,58.0,food,Teenager,177.0,5
2728,dianebarron,20,4.0,6.0,6.0,42.0,pet,Young Adult,58.0,1
2729,crawfordbrandi,19,15.0,0.0,0.0,130.0,pet,Young Adult,145.0,0
2730,brett63,16,2.0,5.0,4.0,12.0,age,Teenager,23.0,1
2731,mcmahonbryan,30,26.0,26.0,24.0,26.0,age,Adult,102.0,5
2732,rebecca39,15,0.0,50.0,50.0,49.0,fashion,Teenager,149.0,5
2733,edwardromero,40,3.0,4.0,2.0,2.0,age,Adult,11.0,1
2734,luismendez,32,15.0,0.0,0.0,128.0,pet,Adult,143.0,0
2735,kellymartinez,37,0.0,24.0,23.0,70.0,pet,Adult,117.0,5
2736,bridgetwolf,38,12.0,0.0,0.0,110.0,pet,Adult,122.0,0
2737,vprice,31,18.0,9.0,4.0,5.0,age,Adult,36.0,1
2738,colinjones,19,0.0,0.0,123.0,12.0,food,Young Adult,135.0,3
2739,monroebruce,29,0.0,20.0,39.0,39.0,food,Adult,98.0,5
2740,colemanlarry,18,2.0,3.0,4.0,10.0,age,Teenager,19.0,1
2741,nguyenkimberly,39,38.0,37.0,36.0,33.0,age,Adult,144.0,5
2742,liamanda,35,6.0,7.0,12.0,32.0,age,Adult,57.0,1
2743,dnguyen,23,0.0,0.0,102.0,13.0,food,Young Adult,115.0,3
2744,hickmancollin,39,7.0,6.0,37.0,6.0,age,Adult,56.0,1
2745,xparker,39,0.0,52.0,56.0,54.0,food,Adult,162.0,5
2746,bbeck,34,50.0,0.0,90.0,100.0,pet,Adult,240.0,0
2747,dana98,22,30.0,81.0,0.0,30.0,fashion,Young Adult,141.0,4
2748,abigailpark,23,8.0,0.0,16.0,15.0,age,Young Adult,39.0,1
2749,twilson,15,51.0,0.0,50.0,50.0,sports,Teenager,151.0,5
2750,jenniferbanks,19,11.0,12.0,12.0,12.0,age,Young Adult,47.0,1
2751,pricejonathan,26,0.0,104.0,0.0,12.0,fashion,Adult,116.0,4
2752,patrickbeltran,21,55.0,0.0,56.0,28.0,food,Young Adult,139.0,5
2753,jennifer95,21,42.0,0.0,82.0,82.0,food,Young Adult,206.0,3
2754,angela10,20,70.0,0.0,0.0,70.0,sports,Young Adult,140.0,5
2755,kevin57,17,6.0,5.0,6.0,41.0,pet,Teenager,58.0,1
2756,mvasquez,46,0.0,0.0,58.0,59.0,pet,Adult,117.0,5
2757,kathy11,43,10.0,9.0,72.0,12.0,food,Adult,103.0,3
2758,amanda31,38,108.0,15.0,16.0,15.0,sports,Adult,154.0,2
2759,hrogers,19,145.0,21.0,20.0,20.0,sports,Young Adult,206.0,2
2760,baileytracie,17,45.0,20.0,0.0,45.0,sports,Teenager,110.0,5
2761,allentracey,23,18.0,18.0,0.0,55.0,pet,Young Adult,91.0,5
2762,gferguson,34,21.0,0.0,41.0,37.0,food,Adult,99.0,5
2763,sandracaldwell,19,0.0,17.0,15.0,16.0,age,Young Adult,48.0,1
2764,lesliesmith,27,13.0,5.0,3.0,4.0,age,Adult,25.0,1
2765,tbrown,21,4.0,12.0,0.0,3.0,age,Young Adult,19.0,1
2766,cortezbenjamin,33,126.0,17.0,19.0,18.0,sports,Adult,180.0,2
2767,joseph74,40,14.0,12.0,13.0,12.0,age,Adult,51.0,1
2768,mary92,26,0.0,0.0,27.0,236.0,pet,Adult,263.0,0
2769,fhart,31,2.0,3.0,2.0,2.0,age,Adult,9.0,1
2770,morrispaul,22,4.0,2.0,4.0,4.0,age,Young Adult,14.0,1
2771,ramirezkelly,20,0.0,60.0,0.0,6.0,fashion,Young Adult,66.0,1
2772,deniserodriguez,27,51.0,12.0,10.0,22.0,sports,Adult,95.0,5
2773,stewartbradley,21,66.0,30.0,15.0,13.0,sports,Young Adult,124.0,5
2774,bmyers,27,52.0,52.0,52.0,52.0,sports,Adult,208.0,5
2775,iwells,40,59.0,0.0,0.0,8.0,sports,Adult,67.0,1
2776,carolyn29,15,0.0,12.0,12.0,37.0,pet,Teenager,61.0,1
2777,tmendez,39,0.0,0.0,10.0,10.0,age,Adult,20.0,1
2778,pmooney,26,20.0,0.0,40.0,40.0,food,Adult,100.0,5
2779,daltonhaney,14,60.0,0.0,30.0,61.0,pet,Teenager,151.0,5
2780,carolynhoward,52,14.0,7.0,7.0,38.0,age,Adult,66.0,1
2781,elizabethmartin,32,28.0,0.0,27.0,81.0,pet,Adult,136.0,5
2782,erickent,68,0.0,32.0,32.0,33.0,age,Senior,97.0,5
2783,hkennedy,26,8.0,8.0,54.0,8.0,food,Adult,78.0,1
2784,bryanstevenson,19,0.0,24.0,22.0,21.0,fashion,Young Adult,67.0,1
2785,brooksmatthew,16,20.0,114.0,46.0,23.0,fashion,Teenager,203.0,4
2786,sherry85,44,20.0,20.0,20.0,20.0,age,Adult,80.0,1
2787,aross,57,0.0,0.0,43.0,44.0,age,Adult,87.0,5
2788,xlawrence,20,0.0,0.0,16.0,140.0,pet,Young Adult,156.0,0
2789,smithjean,40,0.0,0.0,3.0,27.0,age,Adult,30.0,1
2790,madelinerobinson,33,58.0,22.0,12.0,10.0,sports,Adult,102.0,5
2791,scarlson,21,10.0,10.0,88.0,12.0,food,Young Adult,120.0,3
2792,yatessara,24,0.0,3.0,3.0,10.0,age,Young Adult,16.0,1
2793,brittany96,28,0.0,32.0,0.0,292.0,pet,Adult,324.0,0
2794,kcollins,19,0.0,48.0,15.0,15.0,fashion,Young Adult,78.0,1
2795,dparsons,39,63.0,24.0,13.0,14.0,sports,Adult,114.0,5
2796,samuelrose,24,30.0,149.0,27.0,60.0,fashion,Young Adult,266.0,4
2797,lawrence78,17,108.0,0.0,0.0,120.0,pet,Teenager,228.0,0
2798,cavery,26,32.0,5.0,5.0,5.0,sports,Adult,47.0,1
2799,travis03,26,0.0,20.0,20.0,20.0,age,Adult,60.0,1
2800,rsparks,35,11.0,6.0,7.0,30.0,age,Adult,54.0,1
2801,beverlyjefferson,17,36.0,37.0,36.0,38.0,pet,Teenager,147.0,5
2802,lematthew,17,20.0,0.0,0.0,4.0,sports,Teenager,24.0,1
2803,paulfreeman,33,0.0,1.0,8.0,0.0,age,Adult,9.0,1
2804,smithwilliam,20,12.0,88.0,12.0,12.0,fashion,Young Adult,124.0,4
2805,lovevanessa,30,71.0,79.0,78.0,79.0,fashion,Adult,307.0,4
2806,harrellkatherine,56,0.0,43.0,42.0,44.0,age,Adult,129.0,5
2807,vargasyesenia,16,0.0,3.0,3.0,3.0,age,Teenager,9.0,1
2808,bushchelsea,16,22.0,23.0,24.0,21.0,food,Teenager,90.0,5
2809,ryanroberson,14,15.0,15.0,89.0,13.0,food,Teenager,132.0,3
2810,brandonrowe,22,36.0,37.0,37.0,36.0,fashion,Young Adult,146.0,5
2811,michael70,35,0.0,17.0,36.0,37.0,pet,Adult,90.0,5
2812,thomasholly,42,6.0,6.0,15.0,36.0,age,Adult,63.0,1
2813,aroberts,35,44.0,14.0,0.0,13.0,sports,Adult,71.0,1
2814,boneal,40,75.0,0.0,71.0,72.0,sports,Adult,218.0,0
2815,frivera,27,4.0,2.0,2.0,11.0,age,Adult,19.0,1
2816,stacey08,14,18.0,20.0,18.0,19.0,fashion,Teenager,75.0,1
2817,robertrose,34,5.0,7.0,37.0,6.0,food,Adult,55.0,1
2818,darlenebell,52,10.0,10.0,10.0,8.0,age,Adult,38.0,1
2819,johncherry,58,65.0,0.0,0.0,9.0,sports,Adult,74.0,1
2820,ghernandez,18,15.0,0.0,18.0,16.0,age,Teenager,49.0,1
2821,jayfox,31,93.0,31.0,0.0,32.0,sports,Adult,156.0,2
2822,nicoleyoder,14,16.0,17.0,16.0,16.0,fashion,Teenager,65.0,1
2823,matthewtucker,51,0.0,36.0,36.0,36.0,age,Adult,108.0,5
2824,alexandraclark,20,0.0,20.0,0.0,204.0,pet,Young Adult,224.0,0
2825,ashleysanchez,27,0.0,40.0,0.0,40.0,fashion,Adult,80.0,5
2826,torresdonna,31,36.0,5.0,6.0,4.0,sports,Adult,51.0,1
2827,bryancoleman,14,33.0,35.0,0.0,32.0,fashion,Teenager,100.0,5
2828,clinton27,16,10.0,8.0,9.0,9.0,age,Teenager,36.0,1
2829,eduardo83,26,33.0,32.0,32.0,33.0,sports,Adult,130.0,5
2830,damon87,20,13.0,14.0,30.0,74.0,pet,Young Adult,131.0,5
2831,monique48,20,4.0,5.0,28.0,3.0,food,Young Adult,40.0,1
2832,marshallaimee,59,8.0,15.0,39.0,8.0,age,Adult,70.0,1
2833,qellis,38,90.0,13.0,12.0,14.0,sports,Adult,129.0,2
2834,martha30,21,35.0,34.0,33.0,35.0,sports,Young Adult,137.0,5
2835,nancyevans,24,22.0,9.0,0.0,8.0,age,Young Adult,39.0,1
2836,corey71,20,0.0,28.0,55.0,54.0,food,Young Adult,137.0,5
2837,cgomez,35,16.0,27.0,76.0,15.0,food,Adult,134.0,3
2838,melissa79,37,0.0,121.0,0.0,12.0,fashion,Adult,133.0,4
2839,pattonryan,34,26.0,0.0,27.0,79.0,pet,Adult,132.0,5
2840,darrelljohnson,59,9.0,4.0,23.0,6.0,age,Adult,42.0,1
2841,cheryl16,16,0.0,20.0,20.0,19.0,fashion,Teenager,59.0,1
2842,michaelmiddleton,19,39.0,12.0,0.0,12.0,sports,Young Adult,63.0,1
2843,wallacecharles,27,14.0,33.0,6.0,6.0,fashion,Adult,59.0,1
2844,zperez,15,10.0,0.0,10.0,10.0,age,Teenager,30.0,1
2845,evan10,25,42.0,41.0,42.0,42.0,sports,Young Adult,167.0,5
2846,mary37,21,3.0,8.0,3.0,2.0,age,Young Adult,16.0,1
2847,joseph77,22,72.0,82.0,0.0,80.0,fashion,Young Adult,234.0,4
2848,ryantonya,19,0.0,0.0,56.0,56.0,food,Young Adult,112.0,5
2849,barbarasmith,34,3.0,4.0,3.0,4.0,age,Adult,14.0,1
2850,jeanne96,34,27.0,25.0,0.0,76.0,pet,Adult,128.0,5
2851,chorton,39,15.0,15.0,15.0,15.0,age,Adult,60.0,1
2852,carrie98,62,34.0,0.0,34.0,100.0,pet,Senior,168.0,0
2853,scottreed,18,94.0,94.0,0.0,98.0,pet,Teenager,286.0,4
2854,victoraguilar,18,8.0,39.0,15.0,8.0,fashion,Teenager,70.0,1
2855,alexis74,38,18.0,18.0,17.0,18.0,age,Adult,71.0,1
2856,hball,30,6.0,49.0,7.0,8.0,fashion,Adult,70.0,1
2857,xblake,14,10.0,9.0,10.0,9.0,age,Teenager,38.0,1
2858,anthonynavarro,47,54.0,12.0,21.0,10.0,sports,Adult,97.0,5
2859,castillojustin,32,90.0,0.0,88.0,87.0,sports,Adult,265.0,0
2860,dalecochran,18,24.0,0.0,9.0,9.0,sports,Teenager,42.0,1
2861,gsullivan,20,2.0,6.0,14.0,3.0,age,Young Adult,25.0,1
2862,nwilliams,43,0.0,4.0,4.0,4.0,age,Adult,12.0,1
2863,sheltonmark,41,0.0,9.0,10.0,10.0,age,Adult,29.0,1
2864,alexandersanchez,23,16.0,0.0,27.0,30.0,pet,Young Adult,73.0,1
2865,lisajones,27,11.0,11.0,11.0,12.0,age,Adult,45.0,1
2866,bennettjames,21,30.0,29.0,58.0,145.0,pet,Young Adult,262.0,0
2867,kellymoore,50,133.0,118.0,0.0,67.0,sports,Adult,318.0,4
2868,zacharybeltran,32,22.0,24.0,21.0,23.0,age,Adult,90.0,5
2869,johnsonchristopher,25,0.0,3.0,0.0,28.0,pet,Young Adult,31.0,1
2870,wilsonsteve,44,0.0,0.0,7.0,59.0,pet,Adult,66.0,1
2871,snewton,43,9.0,0.0,4.0,3.0,age,Adult,16.0,1
2872,tdiaz,23,7.0,6.0,5.0,7.0,age,Young Adult,25.0,1
2873,kellyspencer,19,2.0,8.0,0.0,2.0,age,Young Adult,12.0,1
2874,cooperrobert,31,50.0,0.0,24.0,49.0,sports,Adult,123.0,5
